,Hashtag1,Hashtag2,Co-occurrence
1472,#MeToo⁠,#BalanceTonPorc,19
1473,#MeToo⁠,#CHANGE🌍🌹#StopAbuse😝,0
1474,#MeToo⁠,#Cuéntalo,2
1475,#MeToo⁠,#WeToo,36
1476,#MeToo⁠,#metoo.,0
1477,#MeToo⁠,#TrumpSexProbe,0
1478,#MeToo⁠,#latism,0
1479,#MeToo⁠,#USLatino,0
1480,#MeToo⁠,#TNTweeters,0
1481,#MeToo⁠,#Trump,200
1482,#MeToo⁠,#resist,18
1483,#MeToo⁠,#trump,39
1484,#MeToo⁠,#immigration,2
1485,#MeToo⁠,#Resist,457
1486,#MeToo⁠,#TheResistance,49
1487,#MeToo⁠,#cuéntalo,0
1488,#MeToo⁠,#inmigracion,0
1489,#MeToo⁠,#MeQueer,0
1490,#MeToo⁠,#MeToo ,0
1491,#MeToo⁠,🌹#Follow,0
1492,#MeToo⁠,❣#MeToo,0
1493,#MeToo⁠,#BlueWave2018,312
1494,#MeToo⁠,#NowPlaying,18
1495,#MeToo⁠,#FBR,66
1496,#MeToo⁠,#MenToo,14
1497,#MeToo⁠,#FF,0
1498,#MeToo⁠,#AM2DM,0
1499,#MeToo⁠,🌺#RT,0
1500,#MeToo⁠,#BreakingNews,1
1501,#MeToo⁠,#NP,1
1502,#MeToo⁠,#NeverAgain,270
1503,#MeToo⁠,#KuToo,11
1504,#MeToo⁠,#東トルキスタン,0
1505,#MeToo⁠,#women,80
1506,#MeToo⁠,#충북여중_미투,1528
1507,#MeToo⁠,#FreeUyghur,0
1508,#MeToo⁠,#TBT,0
1509,#MeToo⁠,#충북여중,2543
1510,#MeToo⁠,#orangetheworld,2
1511,#MeToo⁠,#churchtoo,5
1512,#MeToo⁠,#MorningJoe,3
1513,#MeToo⁠,#WCW,0
1514,#MeToo⁠,#QAnon,11
1515,#MeToo⁠,#MeTooUyghur,0
1516,#MeToo⁠,#MeToo?,0
1517,#MeToo⁠,#timeisnow,0
1518,#MeToo⁠,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
1519,#MeToo⁠,#4FLW,0
1520,#MeToo⁠,#FBF,0
1521,#MeToo⁠,#MeTooIndia,49
1522,#MeToo⁠,#MUSIC,0
1523,#MeToo⁠,#니가보인다,0
1524,#MeToo⁠,#genderequality,0
1525,#MeToo⁠,#16days,2
1526,#MeToo⁠,#AbuseFreeIndia,0
1527,#MeToo⁠,#News,22
1528,#MeToo⁠,#YoTambien,3
1529,#MeToo⁠,#IARTG,0
1530,#MeToo⁠,#Timesup,8
1531,#MeToo⁠,#MarchForOurLives,301
1532,#MeToo⁠,#ImmigrationReform,0
1533,#MeToo⁠,#WednesdayWisdom,40
1534,#MeToo⁠,#일급비밀,0
1535,#MeToo⁠,#SenDeAnlat,0
1536,#MeToo⁠,#ThursdayThoughts,68
1537,#MeToo⁠,#ImpeachTrump,7
1538,#MeToo⁠,#RT,34
1539,#MeToo⁠,#BlackLivesMatter,55
1540,#MeToo⁠,#伊藤詩織,24
1541,#MeToo⁠,#FridayFeeling,9
1542,#MeToo⁠,#HarveyWeinstein,5
1543,#MeToo⁠,#BelieveSurvivors,95
1544,#MeToo⁠,#Rape,10
1545,#MeToo⁠,#16Days,15
1546,#MeToo⁠,#BernardPark,0
1547,#스쿨미투,#feminism,2
1548,#스쿨미투,#METOO,817
1549,#스쿨미투,😀#HOW_TO,0
1550,#스쿨미투,"#metoo,",1
1551,#스쿨미투,#AMJoy,0
1552,#스쿨미투,#TimeisNow,0
1553,#스쿨미투,#MeToo:,0
1554,#스쿨미투,#BalanceTonPorc,0
1555,#스쿨미투,#CHANGE🌍🌹#StopAbuse😝,0
1556,#스쿨미투,#Cuéntalo,0
1557,#스쿨미투,#WeToo,0
1558,#스쿨미투,#metoo.,0
1559,#스쿨미투,#TrumpSexProbe,0
1560,#스쿨미투,#latism,0
1561,#스쿨미투,#USLatino,0
1562,#스쿨미투,#TNTweeters,0
1563,#스쿨미투,#Trump,0
1564,#스쿨미투,#resist,0
1565,#스쿨미투,#trump,0
1566,#스쿨미투,#immigration,0
1567,#스쿨미투,#Resist,0
1568,#스쿨미투,#TheResistance,0
1569,#스쿨미투,#cuéntalo,0
1570,#스쿨미투,#inmigracion,0
1571,#스쿨미투,#MeQueer,0
1572,#스쿨미투,#MeToo ,12
1573,#스쿨미투,🌹#Follow,0
1574,#스쿨미투,❣#MeToo,0
1575,#스쿨미투,#BlueWave2018,0
1576,#스쿨미투,#NowPlaying,0
1577,#스쿨미투,#FBR,0
1578,#스쿨미투,#MenToo,0
1579,#스쿨미투,#FF,0
1580,#스쿨미투,#AM2DM,0
1581,#스쿨미투,🌺#RT,0
1582,#스쿨미투,#BreakingNews,0
1583,#스쿨미투,#NP,0
1584,#스쿨미투,#NeverAgain,0
1585,#스쿨미투,#KuToo,0
1586,#스쿨미투,#東トルキスタン,0
1587,#스쿨미투,#women,0
1588,#스쿨미투,#충북여중_미투,467
1589,#스쿨미투,#FreeUyghur,0
1590,#스쿨미투,#TBT,0
1591,#스쿨미투,#충북여중,1090
1592,#스쿨미투,#orangetheworld,0
1593,#스쿨미투,#churchtoo,0
1594,#스쿨미투,#MorningJoe,0
1595,#스쿨미투,#WCW,0
1596,#스쿨미투,#QAnon,0
1597,#스쿨미투,#MeTooUyghur,0
1598,#스쿨미투,#MeToo?,0
1599,#스쿨미투,#timeisnow,0
1600,#스쿨미투,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
1601,#스쿨미투,#4FLW,0
1602,#스쿨미투,#FBF,0
1603,#스쿨미투,#MeTooIndia,0
1604,#스쿨미투,#MUSIC,0
1605,#스쿨미투,#니가보인다,0
1606,#스쿨미투,#genderequality,0
1607,#스쿨미투,#16days,0
1608,#스쿨미투,#AbuseFreeIndia,0
1609,#스쿨미투,#News,0
1610,#스쿨미투,#YoTambien,0
1611,#스쿨미투,#IARTG,0
1612,#스쿨미투,#Timesup,0
1613,#스쿨미투,#MarchForOurLives,0
1614,#스쿨미투,#ImmigrationReform,0
1615,#스쿨미투,#WednesdayWisdom,0
1616,#스쿨미투,#일급비밀,0
1617,#스쿨미투,#SenDeAnlat,0
1618,#스쿨미투,#ThursdayThoughts,0
1619,#스쿨미투,#ImpeachTrump,0
1620,#스쿨미투,#RT,78
1621,#스쿨미투,#BlackLivesMatter,0
1622,#스쿨미투,#伊藤詩織,0
1623,#스쿨미투,#FridayFeeling,0
1624,#스쿨미투,#HarveyWeinstein,0
1625,#스쿨미투,#BelieveSurvivors,0
1626,#스쿨미투,#Rape,0
1627,#스쿨미투,#16Days,0
1628,#스쿨미투,#BernardPark,0
1629,#feminism,#METOO,16
1630,#feminism,😀#HOW_TO,0
1631,#feminism,"#metoo,",53
1632,#feminism,#AMJoy,1
1633,#feminism,#TimeisNow,1
1634,#feminism,#MeToo:,24
1635,#feminism,#BalanceTonPorc,57
1636,#feminism,#CHANGE🌍🌹#StopAbuse😝,0
1637,#feminism,#Cuéntalo,66
1638,#feminism,#WeToo,17
1639,#feminism,#metoo.,19
1640,#feminism,#TrumpSexProbe,0
1641,#feminism,#latism,0
1642,#feminism,#USLatino,0
1643,#feminism,#TNTweeters,0
1644,#feminism,#Trump,70
1645,#feminism,#resist,92
1646,#feminism,#trump,125
1647,#feminism,#immigration,6
1648,#feminism,#Resist,33
1649,#feminism,#TheResistance,8
1650,#feminism,#cuéntalo,25
1651,#feminism,#inmigracion,0
1652,#feminism,#MeQueer,3
1653,#feminism,#MeToo ,32
1654,#feminism,🌹#Follow,0
1655,#feminism,❣#MeToo,0
1656,#feminism,#BlueWave2018,4
1657,#feminism,#NowPlaying,2
1658,#feminism,#FBR,11
1659,#feminism,#MenToo,80
1660,#feminism,#FF,0
1661,#feminism,#AM2DM,0
1662,#feminism,🌺#RT,0
1663,#feminism,#BreakingNews,3
1664,#feminism,#NP,1
1665,#feminism,#NeverAgain,10
1666,#feminism,#KuToo,10
1667,#feminism,#東トルキスタン,0
1668,#feminism,#women,1431
1669,#feminism,#충북여중_미투,0
1670,#feminism,#FreeUyghur,0
1671,#feminism,#TBT,0
1672,#feminism,#충북여중,0
1673,#feminism,#orangetheworld,2
1674,#feminism,#churchtoo,1
1675,#feminism,#MorningJoe,0
1676,#feminism,#WCW,0
1677,#feminism,#QAnon,7
1678,#feminism,#MeTooUyghur,0
1679,#feminism,#MeToo?,14
1680,#feminism,#timeisnow,4
1681,#feminism,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
1682,#feminism,#4FLW,0
1683,#feminism,#FBF,0
1684,#feminism,#MeTooIndia,47
1685,#feminism,#MUSIC,0
1686,#feminism,#니가보인다,0
1687,#feminism,#genderequality,6282
1688,#feminism,#16days,5
1689,#feminism,#AbuseFreeIndia,0
1690,#feminism,#News,6
1691,#feminism,#YoTambien,2
1692,#feminism,#IARTG,0
1693,#feminism,#Timesup,10
1694,#feminism,#MarchForOurLives,3
1695,#feminism,#ImmigrationReform,2
1696,#feminism,#WednesdayWisdom,8
1697,#feminism,#일급비밀,0
1698,#feminism,#SenDeAnlat,0
1699,#feminism,#ThursdayThoughts,4
1700,#feminism,#ImpeachTrump,4
1701,#feminism,#RT,11
1702,#feminism,#BlackLivesMatter,14
1703,#feminism,#伊藤詩織,0
1704,#feminism,#FridayFeeling,36
1705,#feminism,#HarveyWeinstein,25
1706,#feminism,#BelieveSurvivors,33
1707,#feminism,#Rape,48
1708,#feminism,#16Days,3
1709,#feminism,#BernardPark,0
1710,#METOO,😀#HOW_TO,0
1711,#METOO,"#metoo,",0
1712,#METOO,#AMJoy,3
1713,#METOO,#TimeisNow,0
1714,#METOO,#MeToo:,2
1715,#METOO,#BalanceTonPorc,8
1716,#METOO,#CHANGE🌍🌹#StopAbuse😝,0
1717,#METOO,#Cuéntalo,0
1718,#METOO,#WeToo,20
1719,#METOO,#metoo.,3
1720,#METOO,#TrumpSexProbe,3
1721,#METOO,#latism,0
1722,#METOO,#USLatino,0
1723,#METOO,#TNTweeters,0
1724,#METOO,#Trump,940
1725,#METOO,#resist,21
1726,#METOO,#trump,1014
1727,#METOO,#immigration,1
1728,#METOO,#Resist,62
1729,#METOO,#TheResistance,54
1730,#METOO,#cuéntalo,0
1731,#METOO,#inmigracion,0
1732,#METOO,#MeQueer,0
1733,#METOO,#MeToo ,27
1734,#METOO,🌹#Follow,0
1735,#METOO,❣#MeToo,0
1736,#METOO,#BlueWave2018,0
1737,#METOO,#NowPlaying,6
1738,#METOO,#FBR,40
1739,#METOO,#MenToo,6
1740,#METOO,#FF,35
1741,#METOO,#AM2DM,1
1742,#METOO,🌺#RT,0
1743,#METOO,#BreakingNews,4
1744,#METOO,#NP,66
1745,#METOO,#NeverAgain,16
1746,#METOO,#KuToo,0
1747,#METOO,#東トルキスタン,0
1748,#METOO,#women,70
1749,#METOO,#충북여중_미투,64
1750,#METOO,#FreeUyghur,0
1751,#METOO,#TBT,21
1752,#METOO,#충북여중,69
1753,#METOO,#orangetheworld,1
1754,#METOO,#churchtoo,1
1755,#METOO,#MorningJoe,3
1756,#METOO,#WCW,0
1757,#METOO,#QAnon,67
1758,#METOO,#MeTooUyghur,0
1759,#METOO,#MeToo?,1
1760,#METOO,#timeisnow,0
1761,#METOO,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
1762,#METOO,#4FLW,0
1763,#METOO,#FBF,1
1764,#METOO,#MeTooIndia,22
1765,#METOO,#MUSIC,1
1766,#METOO,#니가보인다,0
1767,#METOO,#genderequality,7
1768,#METOO,#16days,1
1769,#METOO,#AbuseFreeIndia,0
1770,#METOO,#News,6
1771,#METOO,#YoTambien,3
1772,#METOO,#IARTG,2
1773,#METOO,#Timesup,7
1774,#METOO,#MarchForOurLives,388
1775,#METOO,#ImmigrationReform,0
1776,#METOO,#WednesdayWisdom,32
1777,#METOO,#일급비밀,0
1778,#METOO,#SenDeAnlat,0
1779,#METOO,#ThursdayThoughts,94
1780,#METOO,#ImpeachTrump,38
1781,#METOO,#RT,66
1782,#METOO,#BlackLivesMatter,27
1783,#METOO,#伊藤詩織,403
1784,#METOO,#FridayFeeling,104
1785,#METOO,#HarveyWeinstein,32
1786,#METOO,#BelieveSurvivors,26
1787,#METOO,#Rape,9
1788,#METOO,#16Days,0
1789,#METOO,#BernardPark,0
1790,😀#HOW_TO,"#metoo,",0
1791,😀#HOW_TO,#AMJoy,0
1792,😀#HOW_TO,#TimeisNow,0
1793,😀#HOW_TO,#MeToo:,0
1794,😀#HOW_TO,#BalanceTonPorc,0
1795,😀#HOW_TO,#CHANGE🌍🌹#StopAbuse😝,15691
1796,😀#HOW_TO,#Cuéntalo,0
1797,😀#HOW_TO,#WeToo,0
1798,😀#HOW_TO,#metoo.,0
1799,😀#HOW_TO,#TrumpSexProbe,0
1800,😀#HOW_TO,#latism,0
1801,😀#HOW_TO,#USLatino,0
1802,😀#HOW_TO,#TNTweeters,0
1803,😀#HOW_TO,#Trump,0
1804,😀#HOW_TO,#resist,0
1805,😀#HOW_TO,#trump,0
1806,😀#HOW_TO,#immigration,0
1807,😀#HOW_TO,#Resist,0
1808,😀#HOW_TO,#TheResistance,0
1809,😀#HOW_TO,#cuéntalo,0
1810,😀#HOW_TO,#inmigracion,0
1811,😀#HOW_TO,#MeQueer,0
1812,😀#HOW_TO,#MeToo ,2
1813,😀#HOW_TO,🌹#Follow,14271
1814,😀#HOW_TO,❣#MeToo,11281
1815,😀#HOW_TO,#BlueWave2018,0
1816,😀#HOW_TO,#NowPlaying,0
1817,😀#HOW_TO,#FBR,0
1818,😀#HOW_TO,#MenToo,0
1819,😀#HOW_TO,#FF,0
1820,😀#HOW_TO,#AM2DM,0
1821,😀#HOW_TO,🌺#RT,10002
1822,😀#HOW_TO,#BreakingNews,0
1823,😀#HOW_TO,#NP,0
1824,😀#HOW_TO,#NeverAgain,0
1825,😀#HOW_TO,#KuToo,0
1826,😀#HOW_TO,#東トルキスタン,0
1827,😀#HOW_TO,#women,0
1828,😀#HOW_TO,#충북여중_미투,0
1829,😀#HOW_TO,#FreeUyghur,0
1830,😀#HOW_TO,#TBT,0
1831,😀#HOW_TO,#충북여중,0
1832,😀#HOW_TO,#orangetheworld,0
1833,😀#HOW_TO,#churchtoo,0
1834,😀#HOW_TO,#MorningJoe,0
1835,😀#HOW_TO,#WCW,0
1836,😀#HOW_TO,#QAnon,0
1837,😀#HOW_TO,#MeTooUyghur,0
1838,😀#HOW_TO,#MeToo?,0
1839,😀#HOW_TO,#timeisnow,0
1840,😀#HOW_TO,#1WORLD1LAW_NOT_KILLING_ALLOWED,8101
1841,😀#HOW_TO,#4FLW,8101
1842,😀#HOW_TO,#FBF,0
1843,😀#HOW_TO,#MeTooIndia,0
1844,😀#HOW_TO,#MUSIC,0
1845,😀#HOW_TO,#니가보인다,0
1846,😀#HOW_TO,#genderequality,0
1847,😀#HOW_TO,#16days,0
1848,😀#HOW_TO,#AbuseFreeIndia,0
1849,😀#HOW_TO,#News,0
1850,😀#HOW_TO,#YoTambien,0
1851,😀#HOW_TO,#IARTG,0
1852,😀#HOW_TO,#Timesup,0
1853,😀#HOW_TO,#MarchForOurLives,0
1854,😀#HOW_TO,#ImmigrationReform,0
1855,😀#HOW_TO,#WednesdayWisdom,0
1856,😀#HOW_TO,#일급비밀,0
1857,😀#HOW_TO,#SenDeAnlat,0
1858,😀#HOW_TO,#ThursdayThoughts,0
1859,😀#HOW_TO,#ImpeachTrump,0
1860,😀#HOW_TO,#RT,14271
1861,😀#HOW_TO,#BlackLivesMatter,0
1862,😀#HOW_TO,#伊藤詩織,0
1863,😀#HOW_TO,#FridayFeeling,0
1864,😀#HOW_TO,#HarveyWeinstein,0
1865,😀#HOW_TO,#BelieveSurvivors,0
1866,😀#HOW_TO,#Rape,0
1867,😀#HOW_TO,#16Days,0
1868,😀#HOW_TO,#BernardPark,0
1869,"#metoo,",#AMJoy,0
1870,"#metoo,",#TimeisNow,0
1871,"#metoo,",#MeToo:,2
1872,"#metoo,",#BalanceTonPorc,8
1873,"#metoo,",#CHANGE🌍🌹#StopAbuse😝,0
1874,"#metoo,",#Cuéntalo,0
1875,"#metoo,",#WeToo,0
1876,"#metoo,",#metoo.,48
1877,"#metoo,",#TrumpSexProbe,0
1878,"#metoo,",#latism,0
1879,"#metoo,",#USLatino,0
1880,"#metoo,",#TNTweeters,0
1881,"#metoo,",#Trump,16
1882,"#metoo,",#resist,230
1883,"#metoo,",#trump,34
1884,"#metoo,",#immigration,4
1885,"#metoo,",#Resist,5
1886,"#metoo,",#TheResistance,5
1887,"#metoo,",#cuéntalo,49
1888,"#metoo,",#inmigracion,0
1889,"#metoo,",#MeQueer,1
1890,"#metoo,",#MeToo ,1
1891,"#metoo,",🌹#Follow,0
1892,"#metoo,",❣#MeToo,0
1893,"#metoo,",#BlueWave2018,0
1894,"#metoo,",#NowPlaying,0
1895,"#metoo,",#FBR,4
1896,"#metoo,",#MenToo,3
1897,"#metoo,",#FF,1
1898,"#metoo,",#AM2DM,1
1899,"#metoo,",🌺#RT,0
1900,"#metoo,",#BreakingNews,0
1901,"#metoo,",#NP,1
1902,"#metoo,",#NeverAgain,3
1903,"#metoo,",#KuToo,0
1904,"#metoo,",#東トルキスタン,0
1905,"#metoo,",#women,62
1906,"#metoo,",#충북여중_미투,0
1907,"#metoo,",#FreeUyghur,0
1908,"#metoo,",#TBT,1
1909,"#metoo,",#충북여중,0
1910,"#metoo,",#orangetheworld,4
1911,"#metoo,",#churchtoo,35
1912,"#metoo,",#MorningJoe,1
1913,"#metoo,",#WCW,0
1914,"#metoo,",#QAnon,2
1915,"#metoo,",#MeTooUyghur,0
1916,"#metoo,",#MeToo?,0
1917,"#metoo,",#timeisnow,0
1918,"#metoo,",#1WORLD1LAW_NOT_KILLING_ALLOWED,0
1919,"#metoo,",#4FLW,0
1920,"#metoo,",#FBF,0
1921,"#metoo,",#MeTooIndia,11
1922,"#metoo,",#MUSIC,0
1923,"#metoo,",#니가보인다,0
1924,"#metoo,",#genderequality,2
1925,"#metoo,",#16days,4
1926,"#metoo,",#AbuseFreeIndia,0
1927,"#metoo,",#News,2
1928,"#metoo,",#YoTambien,0
1929,"#metoo,",#IARTG,0
1930,"#metoo,",#Timesup,0
1931,"#metoo,",#MarchForOurLives,208
1932,"#metoo,",#ImmigrationReform,0
1933,"#metoo,",#WednesdayWisdom,1
1934,"#metoo,",#일급비밀,0
1935,"#metoo,",#SenDeAnlat,0
1936,"#metoo,",#ThursdayThoughts,0
1937,"#metoo,",#ImpeachTrump,2
1938,"#metoo,",#RT,2
1939,"#metoo,",#BlackLivesMatter,26
1940,"#metoo,",#伊藤詩織,1
1941,"#metoo,",#FridayFeeling,0
1942,"#metoo,",#HarveyWeinstein,8
1943,"#metoo,",#BelieveSurvivors,2
1944,"#metoo,",#Rape,1
1945,"#metoo,",#16Days,3
1946,"#metoo,",#BernardPark,0
1947,#AMJoy,#TimeisNow,0
1948,#AMJoy,#MeToo:,1
1949,#AMJoy,#BalanceTonPorc,0
1950,#AMJoy,#CHANGE🌍🌹#StopAbuse😝,0
1951,#AMJoy,#Cuéntalo,0
1952,#AMJoy,#WeToo,0
1953,#AMJoy,#metoo.,0
1954,#AMJoy,#TrumpSexProbe,4573
1955,#AMJoy,#latism,0
1956,#AMJoy,#USLatino,0
1957,#AMJoy,#TNTweeters,0
1958,#AMJoy,#Trump,5572
1959,#AMJoy,#resist,209
1960,#AMJoy,#trump,141
1961,#AMJoy,#immigration,0
1962,#AMJoy,#Resist,90
1963,#AMJoy,#TheResistance,243
1964,#AMJoy,#cuéntalo,0
1965,#AMJoy,#inmigracion,0
1966,#AMJoy,#MeQueer,0
1967,#AMJoy,#MeToo ,995
1968,#AMJoy,🌹#Follow,0
1969,#AMJoy,❣#MeToo,0
1970,#AMJoy,#BlueWave2018,7241
1971,#AMJoy,#NowPlaying,9773
1972,#AMJoy,#FBR,7232
1973,#AMJoy,#MenToo,1
1974,#AMJoy,#FF,9890
1975,#AMJoy,#AM2DM,9971
1976,#AMJoy,🌺#RT,0
1977,#AMJoy,#BreakingNews,8653
1978,#AMJoy,#NP,9561
1979,#AMJoy,#NeverAgain,3104
1980,#AMJoy,#KuToo,0
1981,#AMJoy,#東トルキスタン,0
1982,#AMJoy,#women,18
1983,#AMJoy,#충북여중_미투,0
1984,#AMJoy,#FreeUyghur,0
1985,#AMJoy,#TBT,8017
1986,#AMJoy,#충북여중,0
1987,#AMJoy,#orangetheworld,0
1988,#AMJoy,#churchtoo,1412
1989,#AMJoy,#MorningJoe,7101
1990,#AMJoy,#WCW,8007
1991,#AMJoy,#QAnon,12
1992,#AMJoy,#MeTooUyghur,1
1993,#AMJoy,#MeToo?,6
1994,#AMJoy,#timeisnow,0
1995,#AMJoy,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
1996,#AMJoy,#4FLW,0
1997,#AMJoy,#FBF,8017
1998,#AMJoy,#MeTooIndia,0
1999,#AMJoy,#MUSIC,7901
2000,#AMJoy,#니가보인다,0
2001,#AMJoy,#genderequality,0
2002,#AMJoy,#16days,0
2003,#AMJoy,#AbuseFreeIndia,0
2004,#AMJoy,#News,5989
2005,#AMJoy,#YoTambien,0
2006,#AMJoy,#IARTG,0
2007,#AMJoy,#Timesup,12
2008,#AMJoy,#MarchForOurLives,1476
2009,#AMJoy,#ImmigrationReform,0
2010,#AMJoy,#WednesdayWisdom,2210
2011,#AMJoy,#일급비밀,0
2012,#AMJoy,#SenDeAnlat,0
2013,#AMJoy,#ThursdayThoughts,2552
2014,#AMJoy,#ImpeachTrump,358
2015,#AMJoy,#RT,3
2016,#AMJoy,#BlackLivesMatter,41
2017,#AMJoy,#伊藤詩織,0
2018,#AMJoy,#FridayFeeling,2131
2019,#AMJoy,#HarveyWeinstein,3
2020,#AMJoy,#BelieveSurvivors,2
2021,#AMJoy,#Rape,5
2022,#AMJoy,#16Days,0
2023,#AMJoy,#BernardPark,0
2024,#TimeisNow,#MeToo:,0
2025,#TimeisNow,#BalanceTonPorc,0
2026,#TimeisNow,#CHANGE🌍🌹#StopAbuse😝,0
2027,#TimeisNow,#Cuéntalo,0
2028,#TimeisNow,#WeToo,0
2029,#TimeisNow,#metoo.,0
2030,#TimeisNow,#TrumpSexProbe,0
2031,#TimeisNow,#latism,14360
2032,#TimeisNow,#USLatino,14254
2033,#TimeisNow,#TNTweeters,13948
2034,#TimeisNow,#Trump,15
2035,#TimeisNow,#resist,1
2036,#TimeisNow,#trump,2
2037,#TimeisNow,#immigration,12270
2038,#TimeisNow,#Resist,21
2039,#TimeisNow,#TheResistance,0
2040,#TimeisNow,#cuéntalo,0
2041,#TimeisNow,#inmigracion,12099
2042,#TimeisNow,#MeQueer,0
2043,#TimeisNow,#MeToo ,0
2044,#TimeisNow,🌹#Follow,0
2045,#TimeisNow,❣#MeToo,0
2046,#TimeisNow,#BlueWave2018,0
2047,#TimeisNow,#NowPlaying,0
2048,#TimeisNow,#FBR,0
2049,#TimeisNow,#MenToo,0
2050,#TimeisNow,#FF,0
2051,#TimeisNow,#AM2DM,0
2052,#TimeisNow,🌺#RT,0
2053,#TimeisNow,#BreakingNews,0
2054,#TimeisNow,#NP,0
2055,#TimeisNow,#NeverAgain,1
2056,#TimeisNow,#KuToo,0
2057,#TimeisNow,#東トルキスタン,0
2058,#TimeisNow,#women,187
2059,#TimeisNow,#충북여중_미투,0
2060,#TimeisNow,#FreeUyghur,0
2061,#TimeisNow,#TBT,10
2062,#TimeisNow,#충북여중,0
2063,#TimeisNow,#orangetheworld,6
2064,#TimeisNow,#churchtoo,0
2065,#TimeisNow,#MorningJoe,0
2066,#TimeisNow,#WCW,0
2067,#TimeisNow,#QAnon,1
2068,#TimeisNow,#MeTooUyghur,0
2069,#TimeisNow,#MeToo?,2
2070,#TimeisNow,#timeisnow,0
2071,#TimeisNow,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
2072,#TimeisNow,#4FLW,0
2073,#TimeisNow,#FBF,0
2074,#TimeisNow,#MeTooIndia,0
2075,#TimeisNow,#MUSIC,0
2076,#TimeisNow,#니가보인다,0
2077,#TimeisNow,#genderequality,34
2078,#TimeisNow,#16days,1
2079,#TimeisNow,#AbuseFreeIndia,0
2080,#TimeisNow,#News,5
2081,#TimeisNow,#YoTambien,0
2082,#TimeisNow,#IARTG,0
2083,#TimeisNow,#Timesup,4
2084,#TimeisNow,#MarchForOurLives,4
2085,#TimeisNow,#ImmigrationReform,7162
2086,#TimeisNow,#WednesdayWisdom,4
2087,#TimeisNow,#일급비밀,0
2088,#TimeisNow,#SenDeAnlat,0
2089,#TimeisNow,#ThursdayThoughts,6
2090,#TimeisNow,#ImpeachTrump,60
2091,#TimeisNow,#RT,4
2092,#TimeisNow,#BlackLivesMatter,2
2093,#TimeisNow,#伊藤詩織,0
2094,#TimeisNow,#FridayFeeling,1
2095,#TimeisNow,#HarveyWeinstein,0
2096,#TimeisNow,#BelieveSurvivors,0
2097,#TimeisNow,#Rape,0
2098,#TimeisNow,#16Days,6
2099,#TimeisNow,#BernardPark,0
2100,#MeToo:,#BalanceTonPorc,92
2101,#MeToo:,#CHANGE🌍🌹#StopAbuse😝,0
2102,#MeToo:,#Cuéntalo,2
2103,#MeToo:,#WeToo,0
2104,#MeToo:,#metoo.,1
2105,#MeToo:,#TrumpSexProbe,0
2106,#MeToo:,#latism,0
2107,#MeToo:,#USLatino,0
2108,#MeToo:,#TNTweeters,0
2109,#MeToo:,#Trump,5
2110,#MeToo:,#resist,1
2111,#MeToo:,#trump,3
2112,#MeToo:,#immigration,0
2113,#MeToo:,#Resist,9
2114,#MeToo:,#TheResistance,5
2115,#MeToo:,#cuéntalo,0
2116,#MeToo:,#inmigracion,0
2117,#MeToo:,#MeQueer,0
2118,#MeToo:,#MeToo ,8
2119,#MeToo:,🌹#Follow,0
2120,#MeToo:,❣#MeToo,0
2121,#MeToo:,#BlueWave2018,0
2122,#MeToo:,#NowPlaying,0
2123,#MeToo:,#FBR,0
2124,#MeToo:,#MenToo,20
2125,#MeToo:,#FF,4
2126,#MeToo:,#AM2DM,0
2127,#MeToo:,🌺#RT,0
2128,#MeToo:,#BreakingNews,5
2129,#MeToo:,#NP,1
2130,#MeToo:,#NeverAgain,1
2131,#MeToo:,#KuToo,0
2132,#MeToo:,#東トルキスタン,0
2133,#MeToo:,#women,28
2134,#MeToo:,#충북여중_미투,0
2135,#MeToo:,#FreeUyghur,0
2136,#MeToo:,#TBT,0
2137,#MeToo:,#충북여중,0
2138,#MeToo:,#orangetheworld,0
2139,#MeToo:,#churchtoo,1
2140,#MeToo:,#MorningJoe,3
2141,#MeToo:,#WCW,0
2142,#MeToo:,#QAnon,0
2143,#MeToo:,#MeTooUyghur,0
2144,#MeToo:,#MeToo?,7
2145,#MeToo:,#timeisnow,0
2146,#MeToo:,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
2147,#MeToo:,#4FLW,0
2148,#MeToo:,#FBF,0
2149,#MeToo:,#MeTooIndia,116
2150,#MeToo:,#MUSIC,0
2151,#MeToo:,#니가보인다,0
2152,#MeToo:,#genderequality,0
2153,#MeToo:,#16days,9
2154,#MeToo:,#AbuseFreeIndia,0
2155,#MeToo:,#News,39
2156,#MeToo:,#YoTambien,2
2157,#MeToo:,#IARTG,4
2158,#MeToo:,#Timesup,3
2159,#MeToo:,#MarchForOurLives,1
2160,#MeToo:,#ImmigrationReform,0
2161,#MeToo:,#WednesdayWisdom,2
2162,#MeToo:,#일급비밀,0
2163,#MeToo:,#SenDeAnlat,0
2164,#MeToo:,#ThursdayThoughts,2
2165,#MeToo:,#ImpeachTrump,3
2166,#MeToo:,#RT,10
2167,#MeToo:,#BlackLivesMatter,17
2168,#MeToo:,#伊藤詩織,0
